t	N	x	E	sin(t)
1.000000e+02	1.000205e+00	5.003363e-01	3.971457e+02	9.008578e-01
2.000000e+02	1.000401e+00	4.999206e-01	3.972222e+02	-7.821505e-01
3.000000e+02	1.000190e+00	5.002481e-01	3.971370e+02	-2.217728e-01
4.000000e+02	1.000018e+00	4.999495e-01	3.970686e+02	9.747000e-01
5.000000e+02	1.000245e+00	5.003147e-01	3.971593e+02	-6.244876e-01
6.000000e+02	1.000396e+00	4.997568e-01	3.972204e+02	-4.325032e-01
7.000000e+02	1.000148e+00	5.006617e-01	3.971233e+02	9.999984e-01
8.000000e+02	1.000006e+00	4.994780e-01	3.970671e+02	-4.357221e-01
9.000000e+02	1.000261e+00	5.004726e-01	3.971678e+02	-6.216929e-01
1.000000e+03	1.000391e+00	4.999005e-01	3.972180e+02	9.754924e-01
1.100000e+03	1.000137e+00	5.005210e-01	3.971156e+02	-2.252556e-01
1.200000e+03	1.000034e+00	4.993785e-01	3.970744e+02	-7.799195e-01
1.300000e+03	1.000297e+00	5.008085e-01	3.971801e+02	9.024025e-01
1.400000e+03	1.000375e+00	4.997201e-01	3.972127e+02	-3.570341e-03
1.500000e+03	1.000096e+00	5.003068e-01	3.971030e+02	-8.993026e-01
1.600000e+03	1.000029e+00	4.997617e-01	3.970763e+02	7.843688e-01
1.700000e+03	1.000312e+00	5.005503e-01	3.971873e+02	2.182927e-01
1.800000e+03	1.000365e+00	4.996993e-01	3.972073e+02	-9.738964e-01
1.900000e+03	1.000089e+00	5.004052e-01	3.970971e+02	6.272700e-01
2.000000e+03	1.000064e+00	4.999495e-01	3.970871e+02	4.292838e-01
2.100000e+03	1.000342e+00	5.000759e-01	3.971982e+02	-9.999856e-01
2.200000e+03	1.000340e+00	5.002375e-01	3.971984e+02	4.389426e-01
2.300000e+03	1.000052e+00	5.000741e-01	3.970848e+02	6.188769e-01
2.400000e+03	1.000066e+00	4.999913e-01	3.970912e+02	-9.762780e-01
2.500000e+03	1.000354e+00	4.999849e-01	3.972049e+02	2.287695e-01
2.600000e+03	1.000327e+00	5.006357e-01	3.971923e+02	7.776506e-01
2.700000e+03	1.000051e+00	4.994515e-01	3.970814e+02	-9.039590e-01
2.800000e+03	1.000105e+00	5.005417e-01	3.971026e+02	7.205310e-03
2.900000e+03	1.000376e+00	4.997994e-01	3.972117e+02	8.977030e-01
3.000000e+03	1.000294e+00	5.006296e-01	3.971814e+02	-7.866295e-01
3.100000e+03	1.000019e+00	4.992625e-01	3.970728e+02	-2.147176e-01
3.200000e+03	1.000114e+00	5.009999e-01	3.971098e+02	9.730565e-01
3.300000e+03	1.000384e+00	4.992569e-01	3.972155e+02	-6.301317e-01
3.400000e+03	1.000279e+00	5.009175e-01	3.971726e+02	-4.259492e-01
3.500000e+03	1.000026e+00	4.993185e-01	3.970720e+02	9.999590e-01
3.600000e+03	1.000155e+00	5.009126e-01	3.971236e+02	-4.422580e-01
3.700000e+03	1.000396e+00	4.991491e-01	3.972201e+02	-6.159717e-01
3.800000e+03	1.000241e+00	5.012441e-01	3.971597e+02	9.770710e-01
3.900000e+03	1.000001e+00	4.990181e-01	3.970651e+02	-2.323632e-01
4.000000e+03	1.000168e+00	5.008498e-01	3.971314e+02	-7.753234e-01
4.100000e+03	1.000400e+00	4.994766e-01	3.972221e+02	9.055321e-01
4.200000e+03	1.000225e+00	5.009791e-01	3.971512e+02	-1.089835e-02
4.300000e+03	1.000016e+00	4.990178e-01	3.970675e+02	-8.960697e-01
4.400000e+03	1.000210e+00	5.010354e-01	3.971450e+02	7.889044e-01
4.500000e+03	1.000401e+00	4.995184e-01	3.972225e+02	2.111091e-01
4.600000e+03	1.000184e+00	5.005642e-01	3.971378e+02	-9.721984e-01
4.700000e+03	9.999988e-01	4.995193e-01	3.970643e+02	6.329951e-01
4.800000e+03	1.000225e+00	5.007191e-01	3.971534e+02	4.226049e-01
4.900000e+03	1.000399e+00	4.995491e-01	3.972213e+02	-9.999188e-01
5.000000e+03	1.000170e+00	5.005619e-01	3.971295e+02	4.455674e-01
5.100000e+03	1.000022e+00	4.998188e-01	3.970702e+02	6.130581e-01
5.200000e+03	1.000264e+00	5.001910e-01	3.971669e+02	-9.778507e-01
5.300000e+03	1.000390e+00	5.000615e-01	3.972180e+02	2.359537e-01
5.400000e+03	1.000129e+00	5.003220e-01	3.971155e+02	7.729856e-01
5.500000e+03	1.000012e+00	4.997751e-01	3.970700e+02	-9.070928e-01
5.600000e+03	1.000280e+00	5.001402e-01	3.971754e+02	1.459124e-02
5.700000e+03	1.000383e+00	5.004109e-01	3.972148e+02	8.944241e-01
5.800000e+03	1.000119e+00	4.998254e-01	3.971085e+02	-7.911685e-01
5.900000e+03	1.000043e+00	5.001044e-01	3.970782e+02	-2.074977e-01
6.000000e+03	1.000314e+00	5.002052e-01	3.971870e+02	9.713269e-01
6.100000e+03	1.000364e+00	5.002112e-01	3.972082e+02	-6.358499e-01
