t	N	x	E	sin(t)
1.000000e+02	9.999977e-01	5.004919e-01	7.885323e+01	-6.870667e-01
2.000000e+02	9.999980e-01	4.994679e-01	7.885345e+01	9.984376e-01
3.000000e+02	9.999983e-01	5.000498e-01	7.885370e+01	-7.638517e-01
4.000000e+02	9.999988e-01	5.004478e-01	7.885364e+01	1.115836e-01
5.000000e+02	9.999994e-01	4.995719e-01	7.885343e+01	6.016996e-01
6.000000e+02	1.000000e+00	4.996975e-01	7.885344e+01	-9.859671e-01
7.000000e+02	1.000001e+00	5.012546e-01	7.885344e+01	8.310972e-01
8.000000e+02	1.000002e+00	4.982904e-01	7.885315e+01	-2.217745e-01
9.000000e+02	1.000003e+00	5.012112e-01	7.885304e+01	-5.088168e-01
1.000000e+03	1.000004e+00	4.999316e-01	7.885350e+01	9.611817e-01
1.100000e+03	1.000005e+00	4.991191e-01	7.885381e+01	-8.879622e-01
1.200000e+03	1.000007e+00	5.008333e-01	7.885345e+01	3.291955e-01
1.300000e+03	1.000008e+00	5.002942e-01	7.885318e+01	4.095788e-01
1.400000e+03	1.000009e+00	4.982299e-01	7.885354e+01	-9.243911e-01
1.500000e+03	1.000010e+00	5.025371e-01	7.885374e+01	9.337364e-01
1.600000e+03	1.000012e+00	4.980063e-01	7.885335e+01	-4.325048e-01
1.700000e+03	1.000013e+00	5.004934e-01	7.885332e+01	-3.052251e-01
1.800000e+03	1.000014e+00	5.009333e-01	7.885393e+01	8.760547e-01
1.900000e+03	1.000016e+00	4.987594e-01	7.885413e+01	-9.678482e-01
2.000000e+03	1.000017e+00	5.002475e-01	7.885361e+01	5.304120e-01
2.100000e+03	1.000018e+00	5.013720e-01	7.885347e+01	1.970609e-01
2.200000e+03	1.000019e+00	4.975981e-01	7.885406e+01	-8.167792e-01
2.300000e+03	1.000020e+00	5.021782e-01	7.885433e+01	9.898701e-01
2.400000e+03	1.000021e+00	4.991790e-01	7.885407e+01	-6.216850e-01
2.500000e+03	1.000022e+00	4.993708e-01	7.885421e+01	-8.644701e-02
2.600000e+03	1.000022e+00	5.012585e-01	7.885474e+01	7.473085e-01
2.700000e+03	1.000023e+00	4.993382e-01	7.885474e+01	-9.995302e-01
2.800000e+03	1.000023e+00	4.994693e-01	7.885424e+01	7.051936e-01
2.900000e+03	1.000024e+00	5.014577e-01	7.885421e+01	-2.524631e-02
3.000000e+03	1.000024e+00	4.986065e-01	7.885466e+01	-6.685060e-01
3.100000e+03	1.000024e+00	5.005487e-01	7.885488e+01	9.967091e-01
3.200000e+03	1.000024e+00	5.004762e-01	7.885483e+01	-7.798963e-01
3.300000e+03	1.000024e+00	4.991251e-01	7.885499e+01	1.366244e-01
3.400000e+03	1.000024e+00	5.005912e-01	7.885516e+01	5.813559e-01
3.500000e+03	1.000023e+00	5.000557e-01	7.885496e+01	-9.814419e-01
3.600000e+03	1.000023e+00	4.996628e-01	7.885465e+01	8.448604e-01
3.700000e+03	1.000023e+00	5.000977e-01	7.885455e+01	-2.462964e-01
3.800000e+03	1.000022e+00	5.004989e-01	7.885459e+01	-4.869463e-01
3.900000e+03	1.000022e+00	4.991996e-01	7.885469e+01	9.539193e-01
4.000000e+03	1.000021e+00	5.006114e-01	7.885484e+01	-8.992746e-01
4.100000e+03	1.000021e+00	4.999518e-01	7.885479e+01	3.528929e-01
4.200000e+03	1.000020e+00	4.997827e-01	7.885449e+01	3.864561e-01
4.300000e+03	1.000020e+00	4.998857e-01	7.885431e+01	-9.144850e-01
4.400000e+03	1.000019e+00	5.009988e-01	7.885429e+01	9.424595e-01
4.500000e+03	1.000019e+00	4.983210e-01	7.885406e+01	-4.550828e-01
4.600000e+03	1.000018e+00	5.016420e-01	7.885374e+01	-2.811402e-01
4.700000e+03	1.000018e+00	4.992955e-01	7.885386e+01	8.636314e-01
4.800000e+03	1.000017e+00	4.996092e-01	7.885414e+01	-9.738757e-01
4.900000e+03	1.000017e+00	5.008785e-01	7.885382e+01	5.515899e-01
5.000000e+03	1.000017e+00	4.998016e-01	7.885327e+01	1.723136e-01
5.100000e+03	1.000017e+00	4.988365e-01	7.885335e+01	-8.019935e-01
5.200000e+03	1.000016e+00	5.023237e-01	7.885369e+01	9.931311e-01
5.300000e+03	1.000016e+00	4.976851e-01	7.885344e+01	-6.412094e-01
