t	N	x	E	sin(t)
1.000000e+02	1.000206e+00	5.002235e-01	3.971460e+02	8.467923e-01
2.000000e+02	1.000402e+00	5.002588e-01	3.972224e+02	9.008578e-01
3.000000e+02	1.000189e+00	5.001919e-01	3.971364e+02	1.115832e-01
4.000000e+02	1.000020e+00	4.998179e-01	3.970688e+02	-7.821500e-01
5.000000e+02	1.000249e+00	5.001394e-01	3.971607e+02	-9.436723e-01
6.000000e+02	1.000395e+00	5.000242e-01	3.972201e+02	-2.217742e-01
7.000000e+02	1.000143e+00	5.003129e-01	3.971215e+02	7.077382e-01
8.000000e+02	1.000008e+00	4.999336e-01	3.970680e+02	9.747003e-01
9.000000e+02	1.000268e+00	5.003652e-01	3.971703e+02	3.291952e-01
1.000000e+03	1.000389e+00	4.999278e-01	3.972169e+02	-6.244865e-01
1.100000e+03	1.000130e+00	5.001528e-01	3.971130e+02	-9.935542e-01
1.200000e+03	1.000038e+00	4.997687e-01	3.970762e+02	-4.325044e-01
1.300000e+03	1.000305e+00	5.004168e-01	3.971835e+02	5.334350e-01
1.400000e+03	1.000370e+00	5.001078e-01	3.972105e+02	9.999984e-01
1.500000e+03	1.000087e+00	5.002763e-01	3.970990e+02	5.304117e-01
1.600000e+03	1.000037e+00	4.998031e-01	3.970792e+02	-4.357208e-01
1.700000e+03	1.000323e+00	5.001901e-01	3.971920e+02	-9.939525e-01
1.800000e+03	1.000357e+00	4.999875e-01	3.972043e+02	-6.216940e-01
1.900000e+03	1.000079e+00	5.001770e-01	3.970928e+02	3.325644e-01
2.000000e+03	1.000074e+00	5.000915e-01	3.970906e+02	9.754921e-01
2.100000e+03	1.000353e+00	5.002923e-01	3.972024e+02	7.052096e-01
2.200000e+03	1.000329e+00	5.001309e-01	3.971943e+02	-2.252609e-01
2.300000e+03	1.000041e+00	4.998727e-01	3.970810e+02	-9.448513e-01
2.400000e+03	1.000080e+00	5.000147e-01	3.970966e+02	-7.799105e-01
2.500000e+03	1.000366e+00	5.000913e-01	3.972089e+02	1.151507e-01
2.600000e+03	1.000312e+00	5.004071e-01	3.971859e+02	9.024125e-01
2.700000e+03	1.000042e+00	4.999530e-01	3.970777e+02	8.448725e-01
2.800000e+03	1.000124e+00	5.002703e-01	3.971104e+02	-3.602678e-03
2.900000e+03	1.000386e+00	4.998497e-01	3.972157e+02	-8.487052e-01
3.000000e+03	1.000275e+00	5.002998e-01	3.971731e+02	-8.992845e-01
3.100000e+03	1.000010e+00	4.996904e-01	3.970690e+02	-1.079903e-01
3.200000e+03	1.000136e+00	5.004767e-01	3.971186e+02	7.844000e-01
3.300000e+03	1.000394e+00	4.999670e-01	3.972194e+02	9.424671e-01
3.400000e+03	1.000257e+00	5.005224e-01	3.971636e+02	2.182349e-01
3.500000e+03	1.000021e+00	4.995563e-01	3.970692e+02	-7.102999e-01
3.600000e+03	1.000181e+00	5.003597e-01	3.971335e+02	-9.738809e-01
3.700000e+03	1.000401e+00	4.997725e-01	3.972221e+02	-3.257543e-01
3.800000e+03	1.000213e+00	5.005670e-01	3.971490e+02	6.273302e-01
3.900000e+03	9.999985e-01	4.997208e-01	3.970642e+02	9.931337e-01
4.000000e+03	1.000199e+00	5.005299e-01	3.971430e+02	4.292060e-01
4.100000e+03	1.000402e+00	4.997716e-01	3.972225e+02	-5.365269e-01
4.200000e+03	1.000196e+00	5.003408e-01	3.971394e+02	-9.999852e-01
4.300000e+03	1.000018e+00	4.996123e-01	3.970683e+02	-5.272981e-01
4.400000e+03	1.000241e+00	5.004939e-01	3.971578e+02	4.390239e-01
4.500000e+03	1.000397e+00	5.000170e-01	3.972208e+02	9.943497e-01
4.600000e+03	1.000151e+00	5.004098e-01	3.971243e+02	6.188058e-01
4.700000e+03	1.000006e+00	4.997188e-01	3.970671e+02	-3.360388e-01
4.800000e+03	1.000261e+00	5.002296e-01	3.971675e+02	-9.762976e-01
4.900000e+03	1.000391e+00	4.999298e-01	3.972179e+02	-7.025864e-01
5.000000e+03	1.000136e+00	5.002543e-01	3.971157e+02	2.288576e-01
5.100000e+03	1.000035e+00	5.000116e-01	3.970750e+02	9.460544e-01
5.200000e+03	1.000300e+00	5.003373e-01	3.971809e+02	7.775937e-01
5.300000e+03	1.000375e+00	5.000976e-01	3.972120e+02	-1.188185e-01
5.400000e+03	1.000093e+00	4.999788e-01	3.971016e+02	-9.039977e-01
5.500000e+03	1.000032e+00	4.998956e-01	3.970775e+02	-8.428910e-01
5.600000e+03	1.000316e+00	5.001557e-01	3.971895e+02	7.295812e-03
5.700000e+03	1.000362e+00	5.003036e-01	3.972062e+02	8.506526e-01
5.800000e+03	1.000085e+00	5.001222e-01	3.970950e+02	8.976631e-01
5.900000e+03	1.000069e+00	5.000955e-01	3.970886e+02	1.043180e-01
6.000000e+03	1.000348e+00	5.000268e-01	3.972004e+02	-7.866854e-01
6.100000e+03	1.000334e+00	5.001088e-01	3.971965e+02	-9.412260e-01
6.200000e+03	1.000045e+00	4.999379e-01	3.970828e+02	-2.146292e-01
6.300000e+03	1.000074e+00	5.001663e-01	3.970943e+02	7.128947e-01
6.400000e+03	1.000362e+00	5.002546e-01	3.972072e+02	9.730356e-01
6.500000e+03	1.000319e+00	5.002334e-01	3.971884e+02	3.222603e-01
6.600000e+03	1.000046e+00	4.999386e-01	3.970792e+02	-6.302020e-01
6.700000e+03	1.000117e+00	4.999376e-01	3.971078e+02	-9.926949e-01
6.800000e+03	1.000382e+00	5.001702e-01	3.972144e+02	-4.258673e-01
6.900000e+03	1.000281e+00	5.001480e-01	3.971758e+02	5.396398e-01
7.000000e+03	1.000013e+00	5.001956e-01	3.970700e+02	9.999582e-01
7.100000e+03	1.000130e+00	5.000152e-01	3.971158e+02	5.241565e-01
7.200000e+03	1.000391e+00	5.002873e-01	3.972185e+02	-4.423392e-01
7.300000e+03	1.000263e+00	4.998474e-01	3.971664e+02	-9.947349e-01
7.400000e+03	1.000022e+00	5.001435e-01	3.970698e+02	-6.159004e-01
7.500000e+03	1.000174e+00	4.998980e-01	3.971306e+02	3.395150e-01
7.600000e+03	1.000400e+00	5.005793e-01	3.972217e+02	9.770903e-01
7.700000e+03	1.000222e+00	4.998914e-01	3.971520e+02	6.999535e-01
7.800000e+03	9.999993e-01	5.002885e-01	3.970644e+02	-2.324512e-01
7.900000e+03	1.000191e+00	4.996361e-01	3.971401e+02	-9.472446e-01
8.000000e+03	1.000401e+00	5.004816e-01	3.972225e+02	-7.752662e-01
8.100000e+03	1.000203e+00	4.997292e-01	3.971422e+02	1.224848e-01
8.200000e+03	1.000017e+00	5.005302e-01	3.970680e+02	9.055699e-01
8.300000e+03	1.000235e+00	4.997973e-01	3.971549e+02	8.409085e-01
8.400000e+03	1.000399e+00	5.006237e-01	3.972213e+02	-1.095151e-02
8.500000e+03	1.000159e+00	4.995387e-01	3.971273e+02	-8.525595e-01
8.600000e+03	1.000004e+00	5.003298e-01	3.970664e+02	-8.960620e-01
8.700000e+03	1.000253e+00	4.996769e-01	3.971646e+02	-1.007350e-01
8.800000e+03	1.000393e+00	5.007190e-01	3.972189e+02	7.888929e-01
8.900000e+03	1.000144e+00	4.997758e-01	3.971185e+02	9.400155e-01
9.000000e+03	1.000032e+00	5.004461e-01	3.970738e+02	2.111624e-01
9.100000e+03	1.000293e+00	4.996779e-01	3.971783e+02	-7.153658e-01
9.200000e+03	1.000378e+00	5.004318e-01	3.972135e+02	-9.722195e-01
9.300000e+03	1.000099e+00	4.996744e-01	3.971040e+02	-3.189505e-01
9.400000e+03	1.000028e+00	5.003888e-01	3.970759e+02	6.328973e-01
9.500000e+03	1.000311e+00	4.999938e-01	3.971872e+02	9.922717e-01
9.600000e+03	1.000367e+00	5.004845e-01	3.972079e+02	4.227520e-01
9.700000e+03	1.000091e+00	4.997758e-01	3.970973e+02	-5.425180e-01
9.800000e+03	1.000064e+00	5.000932e-01	3.970867e+02	-9.999213e-01
9.900000e+03	1.000342e+00	4.999672e-01	3.971982e+02	-5.212694e-01
1.000000e+04	1.000340e+00	5.003289e-01	3.971987e+02	4.453578e-01
