t	N	x	E	sin(t)
4.100000e-04	9.999977e-01	4.999977e-01	7.885317e+01	0.000000e+00
8.200000e-04	9.999977e-01	4.999977e-01	7.885317e+01	0.000000e+00
1.230000e-03	9.999977e-01	4.999977e-01	7.885317e+01	0.000000e+00
1.640000e-03	9.999978e-01	4.999978e-01	7.885318e+01	0.000000e+00
2.050000e-03	9.999978e-01	4.999978e-01	7.885318e+01	0.000000e+00
2.460000e-03	9.999979e-01	4.999978e-01	7.885318e+01	0.000000e+00
2.870000e-03	9.999979e-01	4.999979e-01	7.885318e+01	0.000000e+00
3.280000e-03	9.999980e-01	4.999980e-01	7.885318e+01	0.000000e+00
3.690000e-03	9.999981e-01	4.999981e-01	7.885319e+01	0.000000e+00
4.100000e-03	9.999982e-01	4.999981e-01	7.885319e+01	0.000000e+00
4.510000e-03	9.999983e-01	4.999982e-01	7.885320e+01	0.000000e+00
4.920000e-03	9.999984e-01	4.999984e-01	7.885320e+01	0.000000e+00
5.330000e-03	9.999985e-01	4.999985e-01	7.885321e+01	0.000000e+00
5.740000e-03	9.999986e-01	4.999986e-01	7.885321e+01	0.000000e+00
6.150000e-03	9.999988e-01	4.999987e-01	7.885322e+01	0.000000e+00
6.560000e-03	9.999989e-01	4.999989e-01	7.885322e+01	0.000000e+00
6.970000e-03	9.999991e-01	4.999990e-01	7.885323e+01	0.000000e+00
7.380000e-03	9.999993e-01	4.999992e-01	7.885324e+01	0.000000e+00
7.790000e-03	9.999994e-01	4.999993e-01	7.885324e+01	0.000000e+00
8.200000e-03	9.999996e-01	4.999995e-01	7.885325e+01	0.000000e+00
8.610000e-03	9.999998e-01	4.999997e-01	7.885326e+01	0.000000e+00
9.020000e-03	1.000000e+00	4.999999e-01	7.885327e+01	0.000000e+00
9.430000e-03	1.000000e+00	5.000000e-01	7.885327e+01	0.000000e+00
9.840000e-03	1.000000e+00	5.000002e-01	7.885328e+01	0.000000e+00
1.025000e-02	1.000001e+00	5.000004e-01	7.885329e+01	0.000000e+00
1.066000e-02	1.000001e+00	5.000006e-01	7.885330e+01	0.000000e+00
