t	N	x	E	sin(t)
8.500000e+03	1.000151e+00	4.996429e-01	3.971248e+02	-9.998050e-01
8.600000e+03	1.000005e+00	5.003994e-01	3.970670e+02	7.400289e-01
8.700000e+03	1.000259e+00	4.997998e-01	3.971671e+02	-7.560741e-02
8.800000e+03	1.000391e+00	5.004407e-01	3.972180e+02	-6.301560e-01
8.900000e+03	1.000137e+00	4.998763e-01	3.971159e+02	9.913521e-01
9.000000e+03	1.000034e+00	5.002265e-01	3.970749e+02	-8.104801e-01
9.100000e+03	1.000298e+00	4.998907e-01	3.971807e+02	1.864402e-01
9.200000e+03	1.000374e+00	5.005099e-01	3.972121e+02	5.395446e-01
9.300000e+03	1.000093e+00	4.996903e-01	3.971017e+02	-9.705082e-01
9.400000e+03	1.000031e+00	5.003331e-01	3.970774e+02	8.708009e-01
9.500000e+03	1.000316e+00	4.999191e-01	3.971894e+02	-2.949426e-01
9.600000e+03	1.000362e+00	5.003145e-01	3.972062e+02	-4.421894e-01
9.700000e+03	1.000084e+00	4.999933e-01	3.970950e+02	9.375337e-01
9.800000e+03	1.000068e+00	5.000682e-01	3.970886e+02	-9.202375e-01
9.900000e+03	1.000348e+00	5.001126e-01	3.972005e+02	3.997585e-01
1.000000e+04	1.000334e+00	5.002838e-01	3.971965e+02	3.393073e-01
