t	N	x	E	sin(t)
1.000000e+02	9.999977e-01	5.025394e-01	7.885157e+01	8.467923e-01
2.000000e+02	9.999981e-01	4.988944e-01	7.885379e+01	9.008578e-01
3.000000e+02	9.999983e-01	5.014612e-01	7.885011e+01	1.115832e-01
4.000000e+02	9.999986e-01	4.992838e-01	7.885393e+01	-7.821500e-01
5.000000e+02	9.999990e-01	4.976378e-01	7.885233e+01	-9.436723e-01
6.000000e+02	9.999994e-01	5.009157e-01	7.885264e+01	-2.217742e-01
7.000000e+02	1.000000e+00	5.009946e-01	7.885173e+01	7.077382e-01
8.000000e+02	1.000001e+00	4.992734e-01	7.885332e+01	9.747003e-01
9.000000e+02	1.000002e+00	5.031035e-01	7.885185e+01	3.291952e-01
1.000000e+03	1.000003e+00	4.970302e-01	7.885319e+01	-6.244865e-01
1.100000e+03	1.000003e+00	4.996504e-01	7.885340e+01	-9.935542e-01
1.200000e+03	1.000004e+00	5.001060e-01	7.885177e+01	-4.325044e-01
1.300000e+03	1.000005e+00	4.996770e-01	7.885294e+01	5.334350e-01
1.400000e+03	1.000006e+00	5.010782e-01	7.885302e+01	9.999984e-01
1.500000e+03	1.000008e+00	5.022992e-01	7.885388e+01	5.304117e-01
1.600000e+03	1.000009e+00	4.966644e-01	7.885189e+01	-4.357208e-01
1.700000e+03	1.000010e+00	5.015507e-01	7.885444e+01	-9.939525e-01
1.800000e+03	1.000011e+00	4.979347e-01	7.885175e+01	-6.216940e-01
1.900000e+03	1.000012e+00	5.001156e-01	7.885426e+01	3.325644e-01
2.000000e+03	1.000013e+00	5.021395e-01	7.885298e+01	9.754921e-01
2.100000e+03	1.000014e+00	5.003411e-01	7.885485e+01	7.052096e-01
2.200000e+03	1.000015e+00	4.987188e-01	7.885127e+01	-2.252609e-01
2.300000e+03	1.000016e+00	5.012732e-01	7.885517e+01	-9.448513e-01
2.400000e+03	1.000017e+00	4.965918e-01	7.885286e+01	-7.799105e-01
2.500000e+03	1.000018e+00	5.015416e-01	7.885441e+01	1.151507e-01
2.600000e+03	1.000019e+00	5.013572e-01	7.885326e+01	9.024125e-01
2.700000e+03	1.000020e+00	4.995021e-01	7.885465e+01	8.448725e-01
2.800000e+03	1.000021e+00	5.013381e-01	7.885213e+01	-3.602678e-03
2.900000e+03	1.000021e+00	4.989913e-01	7.885511e+01	-8.487052e-01
3.000000e+03	1.000022e+00	4.975900e-01	7.885428e+01	-8.992845e-01
3.100000e+03	1.000022e+00	5.018411e-01	7.885324e+01	-1.079903e-01
3.200000e+03	1.000023e+00	4.997847e-01	7.885402e+01	7.844000e-01
