t	N	x	E	sin(t)
4.300043e+02	1.000011e+00	5.209751e-01	5.098619e+00	-7.679006e-01
4.400044e+02	1.000001e+00	4.960615e-01	4.934712e+00	4.069990e-01
4.500045e+02	9.999981e-01	4.640895e-01	5.066435e+00	9.897796e-01
4.600046e+02	1.000003e+00	5.157401e-01	5.062409e+00	1.325879e-01
4.700047e+02	1.000011e+00	5.004091e-01	4.941741e+00	-9.174982e-01
4.800048e+02	1.000017e+00	5.332062e-01	5.109948e+00	-6.327699e-01
4.900049e+02	1.000013e+00	4.734844e-01	4.999966e+00	5.725382e-01
5.000050e+02	1.000005e+00	4.838226e-01	4.968960e+00	9.448941e-01
5.100051e+02	9.999980e-01	5.047023e-01	5.129272e+00	-5.742104e-02
5.200052e+02	9.999993e-01	5.107555e-01	4.955292e+00	-9.761976e-01
5.300053e+02	1.000007e+00	5.286571e-01	5.021481e+00	-4.747615e-01
5.400054e+02	1.000014e+00	4.630780e-01	5.096126e+00	7.173773e-01
5.500055e+02	1.000016e+00	4.996573e-01	4.935654e+00	8.658459e-01
5.600056e+02	1.000008e+00	4.906791e-01	5.081694e+00	-2.453539e-01
5.700057e+02	1.000000e+00	5.303132e-01	5.050034e+00	-9.996027e-01
5.800058e+02	9.999978e-01	5.082206e-01	4.939749e+00	-2.995882e-01
5.900059e+02	1.000003e+00	4.710697e-01	5.106511e+00	8.362797e-01
6.000060e+02	1.000013e+00	4.993379e-01	5.010430e+00	7.554933e-01
6.100061e+02	1.000016e+00	4.894751e-01	4.975722e+00	-4.244160e-01
6.200062e+02	1.000013e+00	5.425998e-01	5.109281e+00	-9.868673e-01
6.300063e+02	1.000004e+00	4.863258e-01	4.964207e+00	-1.135832e-01
6.400064e+02	9.999981e-01	4.882192e-01	5.018612e+00	9.249464e-01
6.500065e+02	1.000001e+00	4.851835e-01	5.106664e+00	6.178258e-01
6.600066e+02	1.000009e+00	5.055155e-01	4.935281e+00	-5.881334e-01
6.700067e+02	1.000016e+00	5.367322e-01	5.060518e+00	-9.384517e-01
6.800068e+02	1.000015e+00	4.785039e-01	5.067757e+00	7.652830e-02
6.900069e+02	1.000007e+00	4.979790e-01	4.938186e+00	9.801718e-01
7.000070e+02	9.999994e-01	4.720924e-01	5.110365e+00	4.578208e-01
7.100071e+02	9.999980e-01	5.279282e-01	5.004668e+00	-7.305868e-01
7.200072e+02	1.000005e+00	5.168392e-01	4.963448e+00	-8.561065e-01
7.300073e+02	1.000013e+00	4.879389e-01	5.128404e+00	2.638730e-01
7.400074e+02	1.000016e+00	4.908731e-01	4.961300e+00	9.999592e-01
7.500075e+02	1.000011e+00	4.745311e-01	5.017133e+00	2.812634e-01
7.600076e+02	1.000002e+00	5.399660e-01	5.096923e+00	-8.466260e-01
7.700077e+02	9.999977e-01	4.985803e-01	4.938093e+00	-7.428089e-01
7.800078e+02	1.000001e+00	5.028147e-01	5.074434e+00	4.416773e-01
7.900079e+02	1.000011e+00	4.726850e-01	5.058686e+00	9.835931e-01
8.000080e+02	1.000016e+00	4.937821e-01	4.938296e+00	9.453694e-02
8.100081e+02	1.000014e+00	5.334423e-01	5.099337e+00	-9.320554e-01
8.200082e+02	1.000006e+00	4.956807e-01	5.019409e+00	-6.026550e-01
8.300083e+02	9.999986e-01	5.067912e-01	4.969548e+00	6.035129e-01
8.400084e+02	9.999996e-01	4.594641e-01	5.111565e+00	9.316653e-01
8.500085e+02	1.000007e+00	5.166504e-01	4.968272e+00	-9.560750e-02
8.600086e+02	1.000015e+00	5.156697e-01	5.008987e+00	-9.837865e-01
8.700087e+02	1.000016e+00	5.080483e-01	5.113661e+00	-4.407122e-01
8.800088e+02	1.000009e+00	4.933738e-01	4.936355e+00	7.435285e-01
8.900089e+02	1.000001e+00	4.636657e-01	5.055547e+00	8.460532e-01
9.000090e+02	9.999975e-01	5.268428e-01	5.071725e+00	-2.822953e-01
9.100091e+02	1.000003e+00	5.030213e-01	4.935500e+00	-9.999489e-01
9.200092e+02	1.000011e+00	5.218585e-01	5.109762e+00	-2.628355e-01
9.300093e+02	1.000016e+00	4.716004e-01	5.010173e+00	8.566618e-01
9.400094e+02	1.000013e+00	4.833241e-01	4.958989e+00	7.298521e-01
9.500095e+02	1.000004e+00	5.190687e-01	5.125604e+00	-4.587767e-01
9.600096e+02	9.999981e-01	5.067492e-01	4.968211e+00	-9.799581e-01
9.700097e+02	9.999994e-01	5.216739e-01	5.012348e+00	-7.545598e-02
9.800098e+02	1.000008e+00	4.582063e-01	5.098230e+00	9.388227e-01
9.900099e+02	1.000015e+00	5.036181e-01	4.941044e+00	5.872633e-01
