t	N	x	E	sin(t)
5.800058e+02	1.000009e+00	6.000769e-01	1.705491e+01	-6.511736e-01
5.900059e+02	1.000016e+00	4.617725e-01	5.711853e+00	8.914403e-01
6.000060e+02	1.000009e+00	4.841879e-01	1.060397e+01	-9.968891e-01
6.100061e+02	1.000011e+00	5.081125e-01	1.972367e+01	9.515723e-01
6.200062e+02	1.000011e+00	3.849178e-01	1.070655e+01	-7.623434e-01
6.300063e+02	1.000014e+00	4.283775e-01	5.682248e+00	4.578207e-01
6.400064e+02	1.000007e+00	6.377708e-01	1.702908e+01	-8.405899e-02
6.500065e+02	1.000013e+00	6.347789e-01	1.677269e+01	-3.024155e-01
6.600066e+02	1.000015e+00	4.430506e-01	5.549433e+00	6.431538e-01
6.700067e+02	1.000006e+00	4.161447e-01	1.100175e+01	-8.866241e-01
6.800068e+02	1.000010e+00	5.079984e-01	1.971598e+01	9.960049e-01
6.900069e+02	1.000014e+00	4.467949e-01	1.032321e+01	-9.547537e-01
7.000070e+02	1.000012e+00	4.427030e-01	5.851814e+00	7.691093e-01
7.100071e+02	1.000002e+00	6.141151e-01	1.729251e+01	-4.671479e-01
7.200072e+02	1.000015e+00	6.487710e-01	1.649418e+01	9.453683e-02
7.300073e+02	1.000013e+00	4.378489e-01	5.415043e+00	2.923716e-01
7.400074e+02	1.000004e+00	3.605396e-01	1.138088e+01	-6.350629e-01
7.500075e+02	1.000008e+00	4.994942e-01	1.968456e+01	8.817098e-01
7.600076e+02	1.000015e+00	5.155082e-01	9.930552e+00	-9.950103e-01
7.700077e+02	1.000009e+00	4.711983e-01	6.052063e+00	9.578294e-01
7.800078e+02	9.999997e-01	5.742024e-01	1.756185e+01	-7.757901e-01
7.900079e+02	1.000014e+00	6.381569e-01	1.620335e+01	4.764234e-01
8.000080e+02	1.000010e+00	4.447182e-01	5.301231e+00	-1.050042e-01
8.100081e+02	1.000004e+00	3.270799e-01	1.173556e+01	-2.822954e-01
8.200082e+02	1.000004e+00	4.847205e-01	1.963363e+01	6.269017e-01
8.300083e+02	1.000014e+00	5.793383e-01	9.550158e+00	-8.766979e-01
8.400084e+02	1.000005e+00	5.101977e-01	6.279329e+00	9.939057e-01
8.500085e+02	1.000002e+00	5.260732e-01	1.783587e+01	-9.607991e-01
8.600086e+02	1.000011e+00	6.032767e-01	1.588420e+01	7.823850e-01
8.700087e+02	1.000007e+00	4.598977e-01	5.200362e+00	-4.856461e-01
8.800088e+02	1.000004e+00	3.216232e-01	1.207702e+01	1.154600e-01
8.900089e+02	1.000003e+00	4.680914e-01	1.956872e+01	2.721879e-01
9.000090e+02	1.000010e+00	6.279079e-01	9.199195e+00	-6.186711e-01
9.100091e+02	1.000001e+00	5.534088e-01	6.521762e+00	8.715889e-01
9.200092e+02	1.000006e+00	4.788807e-01	1.810228e+01	-9.926911e-01
9.300093e+02	1.000006e+00	5.488519e-01	1.553151e+01	9.636625e-01
9.400094e+02	1.000003e+00	4.782314e-01	5.109938e+00	-7.888934e-01
9.500095e+02	1.000003e+00	3.452342e-01	1.242576e+01	4.948151e-01
9.600096e+02	1.000005e+00	4.546683e-01	1.949194e+01	-1.259030e-01
9.700097e+02	1.000005e+00	6.537795e-01	8.880490e+00	-2.620503e-01
9.800098e+02	9.999981e-01	5.928191e-01	6.766257e+00	6.103721e-01
9.900099e+02	1.000008e+00	4.406537e-01	1.834577e+01	-8.663836e-01
